"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.642250407E2,1.661544800E-1,1.184786224E0,9.695488129E0
5.642350057E2,1.438508606E-1,1.173409882E0,9.667496338E0
5.642449717E2,1.107696533E-1,1.202449493E0,9.619745636E0
5.642549367E2,1.034349060E-1,1.220412140E0,9.592053223E0
5.642649027E2,1.065783691E-1,1.218765564E0,9.610315247E0
5.642748677E2,1.254391479E-1,1.158890076E0,9.664203186E0
5.642848327E2,1.360670471E-1,1.097667389E0,9.738299103E0
5.642947987E2,2.180964661E-1,1.046174469E0,9.782756653E0
5.643047637E2,3.041674805E-1,1.055604858E0,9.831704865E0
5.643147297E2,3.028202820E-1,1.055604858E0,9.820927277E0
5.643246947E2,2.718347168E-1,1.016685791E0,9.765841827E0
5.643346607E2,2.932402039E-1,1.052311707E0,9.710307312E0
5.643446257E2,3.037184143E-1,1.074765015E0,9.697883148E0
5.643545907E2,2.814147949E-1,1.093925171E0,9.644593964E0
5.643645567E2,2.576142883E-1,1.061442719E0,9.670041046E0
5.643745217E2,2.862048340E-1,1.029708710E0,9.698032837E0
5.643844877E2,3.739224243E-1,1.029409332E0,9.745633850E0
5.643944527E2,3.778143311E-1,1.011746063E0,9.770931244E0
5.644044177E2,3.396437073E-1,1.008602600E0,9.776769104E0
5.644143837E2,3.088078308E-1,9.961784363E-1,9.789492645E0
5.644243487E2,2.785707092E-1,1.041534119E0,9.796078949E0
5.644343147E2,2.631527710E-1,1.082399139E0,9.792785797E0
5.644442797E2,2.004331970E-1,1.065484314E0,9.779762878E0
5.644542457E2,1.686991882E-1,1.072220306E0,9.754315796E0
5.644642107E2,1.621128845E-1,1.088386688E0,9.742490387E0
5.644741757E2,1.710942078E-1,1.119821320E0,9.699230347E0
5.644841417E2,1.312770081E-1,1.121018829E0,9.725425873E0
5.644941067E2,1.065783691E-1,1.140628052E0,9.779912567E0
5.645040727E2,1.607656860E-1,1.170865173E0,9.844877472E0
5.645140377E2,2.402503967E-1,1.164278870E0,9.874815216E0
5.645240027E2,2.589614868E-1,1.123563538E0,9.873318329E0
5.645339687E2,2.483335876E-1,1.074914703E0,9.906848602E0
5.645439337E2,2.610571289E-1,1.071471863E0,9.876611481E0
5.645538997E2,2.312690735E-1,1.116528168E0,9.823471985E0
5.645638647E2,1.824705505E-1,1.141825562E0,9.820328522E0
5.645738307E2,1.434017944E-1,1.098415833E0,9.809401245E0
5.645837957E2,1.661544800E-1,1.118324432E0,9.813293152E0
5.645937607E2,1.700463867E-1,1.136436768E0,9.832752686E0
5.646037267E2,1.606159973E-1,1.098116455E0,9.770182800E0
5.646136917E2,1.751358032E-1,1.063837738E0,9.743987274E0
5.646236577E2,2.176473999E-1,1.040186920E0,9.732910309E0
5.646336227E2,2.836601257E-1,1.023122406E0,9.722432098E0
5.646435887E2,2.372566223E-1,1.001417542E0,9.738598480E0
5.646535537E2,1.731898499E-1,1.009051666E0,9.747130737E0
5.646635187E2,1.345701599E-1,1.026864624E0,9.687105560E0
