"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.212377917E0,1.978884888E-1,7.095245361E-2,9.764195251E0
2.222343917E0,3.312611389E-1,-6.556365967E-2,9.604776764E0
2.232308917E0,9.669891357E-2,-3.336561584E-1,9.533524933E0
2.242273917E0,-1.526824951E-1,-5.433700562E-1,1.027807663E1
2.252239917E0,1.035845947E-1,-4.411326599E-1,1.000938538E1
2.262204917E0,2.685415649E-1,-5.845344543E-1,9.694589996E0
2.272169917E0,5.852828979E-1,-2.183958435E-1,9.928852844E0
2.282135917E0,6.137237549E-1,-5.046006775E-1,9.787696381E0
2.292100917E0,3.080593872E-1,-1.010698242E0,9.951006775E0
2.302066917E0,4.784051514E-1,-1.635049896E0,1.004845413E1
2.312031917E0,7.313790894E-1,-1.652114410E0,9.853858795E0
2.321996917E0,5.539979553E-1,-2.856060791E-1,1.008976822E1
2.331962917E0,2.480342102E-1,2.348616028E-1,9.896370392E0
2.341927917E0,2.597099304E-1,1.152603149E-1,9.742340698E0
2.351892917E0,3.350033569E-1,1.134640503E-1,9.915829926E0
2.361858917E0,3.365002441E-1,7.319778442E-2,9.890083466E0
2.371823917E0,3.326083374E-1,6.047424316E-2,9.929900665E0
2.381789917E0,3.655398560E-1,1.487905884E-1,9.871971130E0
2.391754917E0,2.492317200E-1,1.050814819E-1,9.834399261E0
2.401719917E0,3.429368591E-1,9.086105347E-2,9.887688446E0
2.411685917E0,2.935395813E-1,7.783813477E-2,9.918075256E0
2.421650917E0,3.329077148E-1,8.607101440E-2,9.909992065E0
2.431615917E0,2.091151428E-1,1.080752563E-1,9.912836151E0
2.441581917E0,2.989283752E-1,8.023315430E-2,9.871222687E0
2.451546917E0,2.383044434E-1,8.053253174E-2,1.001642075E1
2.461512917E0,3.158432007E-1,1.270857239E-1,1.004920258E1
2.471477917E0,3.775149536E-1,1.365610199E0,1.011177246E1
2.481442917E0,5.053491211E-1,1.212328949E0,1.040980270E1
2.491408917E0,2.948867798E-1,1.021026764E0,9.524094543E0
