"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.767486208E0,-7.706144911E-1,-6.889247954E-2,1.457762318E0
2.777450208E0,-1.068667392E0,-1.771039760E-1,1.677787780E0
2.787415208E0,-1.459418980E0,-3.690388298E-1,2.004210933E0
2.797379208E0,-1.784167929E0,-5.251670891E-1,2.565452419E0
2.807344208E0,-1.939665712E0,-6.863625455E-1,3.366302277E0
2.817308208E0,-1.945592742E0,-8.563007587E-1,4.180721185E0
2.827272208E0,-2.060809057E0,-1.063174956E0,4.813454238E0
2.837237208E0,-2.281208887E0,-1.252138255E0,5.151275952E0
2.847201208E0,-2.364923620E0,-1.184604961E0,4.962677520E0
2.857166208E0,-2.309622262E0,-1.107432239E0,4.195100073E0
2.867130208E0,-2.264860072E0,-1.106351089E0,3.527810560E0
2.877095208E0,-2.345030515E0,-8.620070565E-1,2.632321762E0
2.887059208E0,-2.417034737E0,-3.981945089E-1,1.255342821E0
2.897024208E0,-2.532492249E0,-4.756844419E-1,5.565268761E-1
2.906988208E0,-2.230903537E0,-3.459186468E-1,-1.995625466E-1
2.916953208E0,-1.915244085E0,-1.353536868E-1,-9.183929265E-1
2.926917208E0,-1.909768752E0,-5.066533425E-1,-1.004713617E0
2.936881208E0,-1.548989114E0,-2.854867959E-1,-1.463321850E0
2.946846208E0,-1.642508458E0,-5.612748152E-1,-1.345111615E0
2.956810208E0,-1.885173317E0,-7.458062169E-1,-1.169698069E0
2.966775208E0,-1.737532145E0,-6.069567722E-1,-1.163222862E0
2.976739208E0,-1.680699401E0,-9.922075921E-1,-8.131787127E-1
2.986704208E0,-1.123526408E0,-9.262849134E-1,-5.966171408E-1
2.996668208E0,-6.678835899E-1,-1.001277501E0,-3.964236796E-1
3.006633208E0,-3.958532837E-1,-1.011056677E0,-5.532612062E-1
3.016597208E0,-7.478515729E-2,-9.838875890E-1,-8.197936678E-1
3.026561208E0,3.839164853E-2,-9.958328658E-1,-7.200723284E-1
3.036526208E0,4.865672797E-2,-8.808178416E-1,-9.576166338E-1
3.046490208E0,2.415892629E-1,-7.685147560E-1,-1.179645937E0
3.056455208E0,3.149113007E-1,-7.644374925E-1,-1.582496876E0
3.066419208E0,4.273043603E-1,-5.167058757E-1,-2.225383034E0
3.076384208E0,3.482250810E-1,-5.315238896E-1,-2.562996588E0
3.086348208E0,3.135207597E-1,-1.323947033E-1,-3.146843995E0
3.096313208E0,3.660115801E-1,-3.228072345E-2,-3.441722589E0
3.106277208E0,5.487555610E-1,1.406495100E-1,-3.618442987E0
3.116242208E0,6.054201970E-1,4.045630038E-1,-3.802246703E0
3.126206208E0,6.742705035E-1,6.774432027E-1,-3.935412362E0
3.136171208E0,6.637901735E-1,8.208303791E-1,-4.135964842E0
3.146135208E0,5.146478751E-1,9.853219110E-1,-4.034126226E0
3.156099208E0,4.363083415E-1,1.102068003E0,-3.443201934E0
3.166064208E0,3.667067409E-1,1.242877142E0,-3.128707101E0
3.176028208E0,4.886504965E-1,1.408243125E0,-2.895338877E0
3.185993208E0,4.067895504E-1,1.338356912E0,-2.122366204E0
3.195957208E0,3.497597558E-1,1.357669680E0,-1.554702721E0
3.205922208E0,3.806473070E-1,1.331238511E0,-1.378143706E0
3.215886208E0,2.622131965E-1,1.144198069E0,-1.309496225E0
3.225851208E0,1.670212566E-1,1.061008563E0,-1.162351627E0
3.235815208E0,7.143419109E-2,1.074379098E0,-1.147312004E0
3.245780208E0,-1.016985022E-1,1.032621793E0,-1.050869198E0
3.255744208E0,-2.510284232E-1,9.444603986E-1,-8.291842961E-1
3.265708208E0,-4.494547827E-1,9.202584806E-1,-3.861512911E-1
3.275673208E0,-4.996357336E-1,9.021271420E-1,4.864924353E-1
3.285637208E0,-4.385359114E-1,8.567697054E-1,1.396118047E0
3.295602208E0,-3.873819108E-1,8.593129519E-1,2.309705147E0
3.305566208E0,-2.500107153E-1,8.433702260E-1,3.057430712E0
3.315531208E0,-4.775355242E-2,7.565560305E-1,3.485909997E0
3.325495208E0,9.270124532E-2,7.445771322E-1,3.289066406E0
3.335460208E0,1.658997606E-1,7.215721393E-1,2.662034388E0
3.345424208E0,2.315931554E-1,6.463754842E-1,1.782661686E0
3.355389208E0,3.633470039E-1,6.156039271E-1,9.705243623E-1
3.365353208E0,4.873128728E-1,5.886260435E-1,5.714741135E-1
3.375317208E0,6.136077607E-1,3.617093450E-1,5.825475705E-1
3.385282208E0,7.749664275E-1,3.048416644E-2,9.352697450E-1
3.395246208E0,8.767865518E-1,-4.337362245E-1,1.708130152E0
3.405211208E0,8.357898226E-1,-7.843346903E-1,2.779824793E0
3.415175208E0,6.048216614E-1,-9.134435508E-1,3.988624363E0
3.425140208E0,2.310771386E-1,-1.040778220E0,5.131647434E0
3.435104208E0,3.953360975E-2,-9.686583696E-1,5.801723145E0
3.445069208E0,-1.868536234E-2,-7.616906168E-1,5.753164358E0
3.455033208E0,-1.227019201E-1,-6.704788765E-1,5.013304467E0
3.464997208E0,4.237689145E-2,-5.412364072E-1,3.651293814E0
3.474962208E0,2.936189573E-1,-4.614670832E-1,2.172098528E0
3.484926208E0,5.608191709E-1,-4.537030041E-1,8.897129184E-1
3.494891208E0,7.670159684E-1,-3.921356240E-1,-8.926534832E-2
3.504855208E0,1.034231166E0,-4.661917797E-1,-6.374383074E-1
3.514820208E0,1.314674519E0,-5.838763502E-1,-9.136291999E-1
3.524784208E0,1.474022547E0,-6.531018287E-1,-4.806738710E-1
3.534749208E0,1.515380196E0,-8.075121760E-1,2.293880242E-1
3.544713208E0,1.505185429E0,-9.343210343E-1,6.166649044E-1
3.554678208E0,1.344484355E0,-9.633036357E-1,5.304845470E-1
3.564642208E0,1.140975523E0,-9.179880068E-1,1.147077531E-1
3.574606208E0,9.522431888E-1,-9.086122888E-1,-4.529668397E-1
3.584571208E0,9.091855352E-1,-9.170540603E-1,-8.386064994E-1
3.594535208E0,9.664253180E-1,-9.080785842E-1,-1.127701612E0
3.604500208E0,1.012927055E0,-8.812886886E-1,-1.384222471E0
3.614464208E0,1.030479080E0,-7.271774264E-1,-1.535589343E0
3.624429208E0,9.883341041E-1,-6.230645357E-1,-1.777778091E0
3.634393208E0,9.885185838E-1,-4.612055665E-1,-2.058999928E0
3.644358208E0,9.863550409E-1,-3.250220136E-1,-2.093848164E0
3.654322208E0,8.854243512E-1,-2.467440221E-1,-1.746620033E0
3.664287208E0,9.543536682E-1,-1.709220073E-1,-1.482766766E0
3.674251208E0,1.051348962E0,-5.327515125E-2,-1.580957889E0
3.684216208E0,1.042644066E0,1.350063622E-1,-2.167760478E0
3.694180208E0,9.239609376E-1,3.454137397E-1,-3.071831235E0
3.704144208E0,7.676631090E-1,5.324582747E-1,-3.733337851E0
3.714109208E0,6.525263165E-1,6.727736163E-1,-4.044127888E0
3.724073208E0,6.610193972E-1,8.364284116E-1,-3.924158810E0
3.734038208E0,6.983733112E-1,9.435447246E-1,-3.582870866E0
3.744002208E0,6.177022004E-1,1.006314877E0,-3.200022667E0
3.753967208E0,6.102002227E-1,1.055007273E0,-2.813215903E0
3.763931208E0,6.868502033E-1,1.020770364E0,-2.418649884E0
3.773896208E0,8.184007148E-1,9.223079297E-1,-2.094983693E0
3.783860208E0,8.182529265E-1,8.447101155E-1,-1.388340665E0
3.793824208E0,8.269857430E-1,8.131792974E-1,-6.665591955E-1
3.803789208E0,8.922440319E-1,8.429711536E-1,-1.869530261E-1
3.813753208E0,8.345283589E-1,9.269526654E-1,2.233092588E-1
3.823718208E0,6.663598055E-1,9.511718327E-1,3.139615667E-1
3.833682208E0,4.949682668E-1,9.666070202E-1,3.439835107E-1
3.843647208E0,2.992360850E-1,9.126015517E-1,2.529949880E-1
3.853611208E0,1.163971598E-1,8.743362030E-1,1.908934647E-1
3.863576208E0,-3.066426069E-3,8.132792848E-1,6.295872509E-1
3.873540208E0,1.095790140E-1,7.452940008E-1,1.295070559E0
3.883505208E0,1.171434107E-1,6.735656217E-1,1.821679571E0
