"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.952313167E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.888878945E0,4.285894824E0
1.962313113E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.894434998E0,4.279904514E0
1.972313058E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.899713248E0,4.277610666E0
1.982313005E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.904727585E0,4.285206272E0
1.992312956E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.909491206E0,4.274128601E0
2.002312900E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.914016646E0,4.277706213E0
2.012312852E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.918315814E0,4.434102918E0
2.022312809E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.922400023E0,4.317727749E0
2.032312748E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.926280022E0,4.368902565E0
2.042312695E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.929966021E0,4.335299993E0
2.052312642E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.933467720E0,4.351171877E0
2.062312595E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.936794334E0,4.349557924E0
2.072312540E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.939954617E0,4.361121571E0
2.082312485E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.942956886E0,4.363259045E0
2.092312433E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.945809042E0,4.356165156E0
2.102312381E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.948518590E0,4.327801737E0
2.112312332E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.951092660E0,4.344816666E0
2.122312282E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.953538027E0,4.340444526E0
2.132312236E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.955861126E0,4.345134463E0
2.142312173E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.968674193E0,4.344528404E0
2.152312118E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.970240483E0,4.346875189E0
